"","gene_name","homolog","p"
"17198","Ha412HOChr07g0294541","AT5G18940",0
"17199","Ha412HOChr07g0294551","AT4G15475",1.55e-32
"17200","Ha412HOChr07g0294561","AT4G15475",8.44e-88
"17201","Ha412HOChr07g0294571","AT3G59140",1.21e-20
"17202","Ha412HOChr07g0294581","AT1G79830",7.25e-31
"17203","Ha412HOChr07g0294591","AT2G20790",0
"17204","Ha412HOChr07g0294601","AT3G06270",4.3e-163
"17205","Ha412HOChr07g0294611","AT5G18930",1.34e-149
"17206","Ha412HOChr07g0294631","AT1G73370",0
"17207","Ha412HOChr07g0294641","AT5G24870",2.01e-55
"17208","Ha412HOChr07g0294661","AT5G18830",0
"17209","Ha412HOChr07g0294671","AT5G18910",5.14e-138
"17210","Ha412HOChr07g0294691","AT4G15545",7.65e-124
"17211","Ha412HOChr07g0294701","AT4G15680",6.05e-44
"17212","Ha412HOChr07g0294711","AT4G15680",2.87e-44
"17213","Ha412HOChr07g0294721","AT2G17280",4.07e-52
"17214","Ha412HOChr07g0294761","AT5G18600",1.49e-49
"17215","Ha412HOChr07g0294771","AT4G15680",3.94e-46
"17216","Ha412HOChr07g0294791","AT3G21420",1.39e-174
"17217","Ha412HOChr07g0294821","AT1G09070",7.74e-26
"17218","Ha412HOChr07g0294831","AT3G21430",6.15e-176
"17219","Ha412HOChr07g0294851","AT3G45880",1.89e-148
"17220","Ha412HOChr07g0294861","AT3G49010",2.9e-117
"17221","Ha412HOChr07g0294921","AT4G31330",5.77e-117
"17222","Ha412HOChr07g0294931","AT4G31420",1.04e-171
"17223","Ha412HOChr07g0294971","AT1G31880",1.01e-114
"17224","Ha412HOChr07g0294991","ATMG00860",1.44e-28
"17225","Ha412HOChr07g0295021","AT4G19110",0
"17226","Ha412HOChr07g0295041","AT5G42970",1.2e-15
"17227","Ha412HOChr07g0295061","AT5G24810",5.6e-70
"17228","Ha412HOChr07g0295071","AT5G24810",9.55e-164
"17229","Ha412HOChr07g0295081","AT5G07840",9.34e-79
"17230","Ha412HOChr07g0295091","AT4G35410",5.76e-93
"17231","Ha412HOChr07g0295101","AT1G78570",0
"17232","Ha412HOChr07g0295121","AT5G10730",5.65e-142
"17233","Ha412HOChr07g0295141","AT1G09320",2.88e-73
"17234","Ha412HOChr07g0295151","AT1G44414",6.57e-43
"17235","Ha412HOChr07g0295171","AT4G15630",7.6e-54
"17236","Ha412HOChr07g0295181","AT4G15630",4.71e-54
"17237","Ha412HOChr07g0295261","AT2G42490",7.82e-19
"17238","Ha412HOChr07g0295281","ATMG00990",6.13e-58
"17239","Ha412HOChr07g0295291","AT5G27870",5.22e-139
"17240","Ha412HOChr07g0295341","AT5G18560",2.44e-50
"17241","Ha412HOChr07g0295351","AT2G47810",7.01e-56
"17242","Ha412HOChr07g0295361","AT1G08830",5.27e-84
"17243","Ha412HOChr07g0295371","AT1G15780",2.33e-106
"17244","Ha412HOChr07g0295381","AT2G47900",0
"17245","Ha412HOChr07g0295401","AT2G35605",8.93e-44
"17246","Ha412HOChr07g0295411","AT3G45870",6.35e-23
"17247","Ha412HOChr07g0295421","ATMG00860",2.68e-25
"17248","Ha412HOChr07g0295431","AT5G45370",1.77e-165
"17249","Ha412HOChr07g0295461","AT4G19190",2.4e-155
"17250","Ha412HOChr07g0295471","AT4G19190",1.17e-20
"17251","Ha412HOChr07g0295491","AT1G31770",0
"17252","Ha412HOChr07g0295541","AT4G19450",4.62e-52
"17253","Ha412HOChr07g0295561","AT5G45275",5.64e-175
"17254","Ha412HOChr07g0295571","AT4G19460",0
"17255","Ha412HOChr07g0295581","AT4G19400",1.36e-66
"17256","Ha412HOChr07g0295591","AT1G31600",3.57e-142
"17257","Ha412HOChr07g0295611","AT4G19210",0
"17258","Ha412HOChr07g0295631","AT1G31720",1.89e-32
"17259","Ha412HOChr07g0295701","AT1G31650",1.16e-51
"17260","Ha412HOChr07g0295711","AT1G31650",3.42e-49
"17261","Ha412HOChr07g0295731","AT5G45360",3.73e-124
"17262","Ha412HOChr07g0295741","AT1G79690",0
"17263","Ha412HOChr07g0295751","AT1G31930",0
"17264","Ha412HOChr07g0295761","AT1G50380",0
"17265","Ha412HOChr07g0295781","AT5G45610",2.08e-105
"17266","Ha412HOChr07g0295791","AT1G32050",7.99e-138
"17267","Ha412HOChr07g0295811","AT1G32090",0
"17268","Ha412HOChr07g0295821","AT1G48130",6.19e-119
"17269","Ha412HOChr07g0295831","AT3G06483",0
"17270","Ha412HOChr07g0295871","AT4G32440",1.11e-42
"17271","Ha412HOChr07g0295881","AT2G26650",0
"17272","Ha412HOChr07g0295891","AT5G25430",0
"17273","Ha412HOChr07g0295901","AT2G24790",8.21e-23
"17274","Ha412HOChr07g0295921","AT5G11500",6.16e-55
"17275","Ha412HOChr07g0295931","AT5G11500",3.62e-79
"17276","Ha412HOChr07g0295961","AT4G32720",8.04e-149
"17277","Ha412HOChr07g0295971","AT4G32730",6.32e-88
"17278","Ha412HOChr07g0295981","AT5G57850",4.98e-151
"17279","Ha412HOChr07g0295991","AT4G32760",1.44e-177
"17280","Ha412HOChr07g0296031","ATCG00380",9.5e-11
"17281","Ha412HOChr07g0296041","ATCG01110",9.94e-103
"17282","Ha412HOChr07g0296061","ATCG01040",2.5e-68
"17283","Ha412HOChr07g0296071","AT1G48030",0
"17284","Ha412HOChr07g0296091","AT3G17340",0
"17285","Ha412HOChr07g0296121","AT3G06290",0
"17286","Ha412HOChr07g0296161","AT5G58360",6.69e-24
"17287","Ha412HOChr07g0296201","AT3G56910",7.62e-08
"17288","Ha412HOChr07g0296211","AT3G10740",0
"17289","Ha412HOChr07g0296231","AT5G58440",5.17e-145
"17290","Ha412HOChr07g0296241","AT2G30105",5.87e-134
"17291","Ha412HOChr07g0296251","AT5G58560",1.87e-104
"17292","Ha412HOChr07g0296311","AT1G09430",0
"17293","Ha412HOChr07g0296331","AT4G14805",2.14e-25
"17294","Ha412HOChr07g0296361","AT1G05460",0
"17295","Ha412HOChr07g0296371","AT1G09460",8.88e-38
"17296","Ha412HOChr07g0296391","AT5G58230",4.4e-101
"17297","Ha412HOChr07g0296431","AT3G07880",5.24e-20
"17298","Ha412HOChr07g0296441","AT1G22340",4.49e-65
"17299","Ha412HOChr07g0296451","AT5G40470",2.57e-19
"17300","Ha412HOChr07g0296461","AT4G02340",2.03e-46
"17301","Ha412HOChr07g0296471","AT2G32150",5.32e-79
"17302","Ha412HOChr07g0296511","AT1G33710",1.03e-26
"17303","Ha412HOChr07g0296571","AT3G12500",2.51e-21
"17304","Ha412HOChr07g0296631","AT5G48740",3.35e-52
"17305","Ha412HOChr07g0296641","AT3G14310",1.53e-45
"17306","Ha412HOChr07g0296661","AT4G00900",1.19e-21
"17307","Ha412HOChr07g0296681","AT1G09900",0
"17308","Ha412HOChr07g0296731","AT3G02100",6.23e-45
"17309","Ha412HOChr07g0296741","AT1G08420",3.47e-17
"17310","Ha412HOChr07g0296751","AT1G34440",8.46e-10
"17311","Ha412HOChr07g0296791","AT1G09890",0
"17312","Ha412HOChr07g0296841","AT2G30490",0
"17313","Ha412HOChr07g0296861","AT2G40140",1.52e-27
"17314","Ha412HOChr07g0296891","AT5G58300",0
"17315","Ha412HOChr07g0296931","AT1G26910",2.53e-144
"17316","Ha412HOChr07g0296941","AT5G58280",6.67e-70
"17317","Ha412HOChr07g0296971","AT5G58240",3.37e-80
"17318","Ha412HOChr07g0296981","AT3G20000",8.66e-172
"17319","Ha412HOChr07g0297011","AT4G02600",0
"17320","Ha412HOChr07g0297021","AT3G07570",8.93e-129
"17321","Ha412HOChr07g0297041","AT3G07565",1.22e-98
"17322","Ha412HOChr07g0297051","AT5G19480",9.48e-38
"17323","Ha412HOChr07g0297061","AT1G05680",1.54e-131
"17324","Ha412HOChr07g0297081","ATCG01000",8.86e-124
"17325","Ha412HOChr07g0297141","AT3G28450",3.9e-58
"17326","Ha412HOChr07g0297171","AT3G25480",2.8e-83
"17327","Ha412HOChr07g0297181","AT3G25470",6.55e-128
"17328","Ha412HOChr07g0297191","AT2G19270",3.67e-61
"17329","Ha412HOChr07g0297201","AT1G05990",1.74e-60
"17330","Ha412HOChr07g0297241","AT1G80070",3e-66
"17331","Ha412HOChr07g0297251","AT1G80070",5.57e-28
"17332","Ha412HOChr07g0297261","AT1G49730",4.45e-36
"17333","Ha412HOChr07g0297281","AT1G49730",5.18e-07
"17334","Ha412HOChr07g0297311","AT5G48485",2.06e-20
"17335","Ha412HOChr07g0297351","AT3G25400",3.12e-61
"17336","Ha412HOChr07g0297361","AT1G65540",2.01e-124
"17337","Ha412HOChr07g0297451","AT5G24300",3.41e-14
"17338","Ha412HOChr07g0297461","AT5G48540",9.82e-90
"17339","Ha412HOChr07g0297481","AT2G28780",2.69e-162
"17340","Ha412HOChr07g0297521","AT2G25270",1.39e-86
"17341","Ha412HOChr07g0297531","AT2G12400",6.46e-48
"17342","Ha412HOChr07g0297621","AT4G13000",4.65e-150
"17343","Ha412HOChr07g0297641","AT3G07370",1.69e-126
"17344","Ha412HOChr07g0297651","AT3G07360",0
"17345","Ha412HOChr07g0297691","AT4G13030",1.29e-91
"17346","Ha412HOChr07g0297711","AT3G25160",2.67e-131
"17347","Ha412HOChr07g0297721","AT3G07250",7.33e-29
"17348","Ha412HOChr07g0297731","AT1G25260",8.61e-12
"17349","Ha412HOChr07g0297741","AT3G25140",0
"17350","Ha412HOChr07g0297751","AT3G07230",2.57e-20
"17351","Ha412HOChr07g0297771","AT4G27870",4.88e-43
"17352","Ha412HOChr07g0297781","AT5G48655",2.5e-43
"17353","Ha412HOChr07g0297801","AT3G25070",5.81e-43
"17354","Ha412HOChr07g0297831","AT5G48660",5.93e-68
"17355","Ha412HOChr07g0297841","AT4G09680",3.33e-10
"17356","Ha412HOChr07g0297851","AT3G07180",0
"17357","Ha412HOChr07g0297861","AT4G13090",3.71e-77
"17358","Ha412HOChr07g0297871","AT4G13090",7.26e-09
"17359","Ha412HOChr07g0297891","AT2G41590",1.75e-09
"17360","Ha412HOChr07g0297911","AT5G65180",3.78e-157
"17361","Ha412HOChr07g0297931","AT2G36530",4.37e-07
"17362","Ha412HOChr07g0297941","AT5G10950",1.12e-06
"17363","Ha412HOChr07g0297961","AT1G22810",3.21e-44
"17364","Ha412HOChr07g0298001","AT5G04885",0
"17365","Ha412HOChr07g0298011","AT2G27140",4.62e-23
"17366","Ha412HOChr07g0298021","AT4G27510",8.58e-71
"17367","Ha412HOChr07g0298041","AT1G71480",1.16e-77
"17368","Ha412HOChr07g0298071","AT5G65560",2.08e-23
"17369","Ha412HOChr07g0298081","AT4G27290",0
"17370","Ha412HOChr07g0298101","AT1G44835",3.35e-116
"17371","Ha412HOChr07g0298121","ATMG00710",9.64e-07
"17372","Ha412HOChr07g0298141","AT4G39690",2.29e-22
"17373","Ha412HOChr07g0298151","AT4G39690",3.17e-128
"17374","Ha412HOChr07g0298171","AT4G39710",8.87e-93
"17375","Ha412HOChr07g0298201","AT1G73950",4.36e-69
"17376","Ha412HOChr07g0298221","AT5G10170",0
"17377","Ha412HOChr07g0298251","AT5G64600",0
"17378","Ha412HOChr07g0298261","AT5G50350",6.58e-06
"17379","Ha412HOChr07g0298281","AT4G02360",2.46e-18
"17380","Ha412HOChr07g0298381","AT1G73720",6.76e-38
"17381","Ha412HOChr07g0298421","AT3G23260",4.36e-15
"17382","Ha412HOChr07g0298431","AT1G74150",7.81e-57
"17383","Ha412HOChr07g0298481","AT5G58140",0
"17384","Ha412HOChr07g0298531","AT3G05200",1.77e-79
"17385","Ha412HOChr07g0298561","AT5G28750",1.09e-34
"17386","Ha412HOChr07g0298601","AT1G54460",4.13e-51
"17387","Ha412HOChr07g0298661","AT5G27330",3.51e-54
"17388","Ha412HOChr07g0298671","AT1G54690",2.37e-85
"17389","Ha412HOChr07g0298681","AT5G27290",4.27e-161
"17390","Ha412HOChr07g0298701","AT1G54690",2.36e-87
"17391","Ha412HOChr07g0298711","AT5G27290",2.51e-47
"17392","Ha412HOChr07g0298751","AT1G54710",0
"17393","Ha412HOChr07g0298761","AT3G05140",0
"17394","Ha412HOChr07g0298791","AT1G54730",0
"17395","Ha412HOChr07g0298821","AT5G09880",0
"17396","Ha412HOChr07g0298841","AT5G52910",0
"17397","Ha412HOChr07g0298861","AT1G08820",3.71e-52
"17398","Ha412HOChr07g0298901","AT1G54490",0
"17399","Ha412HOChr07g0298931","AT3G04620",7.03e-57
"17400","Ha412HOChr07g0298941","AT2G39440",7e-60
"17401","Ha412HOChr07g0298981","AT5G22480",0
"17402","Ha412HOChr07g0299001","AT1G17020",6.9e-64
"17403","Ha412HOChr07g0299011","AT1G17020",5.67e-63
"17404","Ha412HOChr07g0299021","AT1G17020",2.78e-138
"17405","Ha412HOChr07g0299071","AT3G10710",0
"17406","Ha412HOChr07g0299121","AT1G31175",6.72e-32
"17407","Ha412HOChr07g0299131","AT3G18660",0
"17408","Ha412HOChr07g0299151","AT2G35100",0
"17409","Ha412HOChr07g0299161","AT5G38190",6.44e-10
"17410","Ha412HOChr07g0299171","AT2G35150",1.47e-138
"17411","Ha412HOChr07g0299191","AT2G35120",3.59e-82
"17412","Ha412HOChr07g0299201","AT1G56300",6.99e-10
"17413","Ha412HOChr07g0299211","AT1G55850",6.84e-09
"17414","Ha412HOChr07g0299251","AT3G20320",0
"17415","Ha412HOChr07g0299261","AT1G31300",4.54e-141
"17416","Ha412HOChr07g0299301","AT5G60020",0
"17417","Ha412HOChr07g0299321","AT5G60020",0
"17418","Ha412HOChr07g0299351","AT1G30870",9.03e-109
"17419","Ha412HOChr07g0299371","AT5G44680",8.85e-113
"17420","Ha412HOChr07g0299391","AT4G20170",0
"17421","Ha412HOChr07g0299411","AT4G37430",2.79e-153
"17422","Ha412HOChr07g0299441","AT5G44635",0
"17423","Ha412HOChr07g0299521","ATCG00720",2.91e-129
"17424","Ha412HOChr07g0299541","AT3G12670",0
"17425","Ha412HOChr07g0299571","AT3G51010",2.59e-62
"17426","Ha412HOChr07g0299581","AT5G23490",0
"17427","Ha412HOChr07g0299591","AT5G38190",1.73e-10
"17428","Ha412HOChr07g0299601","AT3G05890",5.73e-29
"17429","Ha412HOChr07g0299631","AT1G22360",0
"17430","Ha412HOChr07g0299691","ATCG00530",9.11e-73
"17431","Ha412HOChr07g0299701","ATCG00540",9.65e-114
"17432","Ha412HOChr07g0299751","AT1G54630",4.01e-38
"17433","Ha412HOChr07g0299761","AT5G65270",7.25e-142
"17434","Ha412HOChr07g0299771","AT3G13080",1.18e-51
"17435","Ha412HOChr07g0299781","AT4G19670",2.24e-35
"17436","Ha412HOChr07g0299801","AT2G22420",0
"17437","Ha412HOChr07g0299811","AT5G10360",4.97e-165
"17438","Ha412HOChr07g0299821","AT4G14970",0
"17439","Ha412HOChr07g0299841","AT4G40020",5.78e-32
"17440","Ha412HOChr07g0299861","AT4G40080",9.71e-97
"17441","Ha412HOChr07g0299871","AT4G24380",6.78e-63
"17442","Ha412HOChr07g0299911","AT4G24380",8.19e-63
"17443","Ha412HOChr07g0299921","AT3G17690",7.83e-20
"17444","Ha412HOChr07g0299931","AT4G24380",4.38e-12
"17445","Ha412HOChr07g0299991","AT4G34640",6.36e-32
"17446","Ha412HOChr07g0300001","AT2G42520",3.7e-35
"17447","Ha412HOChr07g0300011","AT4G24380",2.16e-59
"17448","Ha412HOChr07g0300021","AT1G66150",0
"17449","Ha412HOChr07g0300031","AT4G31480",0
"17450","Ha412HOChr07g0300041","AT4G31490",0
"17451","Ha412HOChr07g0300051","AT5G37490",1.58e-118
"17452","Ha412HOChr07g0300071","AT5G13560",0
"17453","Ha412HOChr07g0300091","AT4G11400",3.58e-06
"17454","Ha412HOChr07g0300101","AT5G37510",0
"17455","Ha412HOChr07g0300111","AT5G39840",0
"17456","Ha412HOChr07g0300121","AT5G66900",7.12e-169
"17457","Ha412HOChr07g0300131","AT5G66900",3.31e-67
"17458","Ha412HOChr07g0300141","AT5G66900",1.26e-82
"17459","Ha412HOChr07g0300161","AT5G66900",1.46e-17
"17460","Ha412HOChr07g0300171","AT5G66900",5.76e-54
"17461","Ha412HOChr07g0300181","AT5G66910",1.17e-34
"17462","Ha412HOChr07g0300191","AT5G37600",1.43e-55
"17463","Ha412HOChr07g0300211","AT5G37600",0
"17464","Ha412HOChr07g0300261","AT1G73540",4.04e-62
"17465","Ha412HOChr07g0300271","AT4G37170",1.57e-102
"17466","Ha412HOChr07g0300281","AT5G17190",8.42e-80
"17467","Ha412HOChr07g0300351","AT1G70890",1.84e-31
"17468","Ha412HOChr07g0300381","AT5G37690",7.97e-172
"17469","Ha412HOChr07g0300391","AT1G74670",1.38e-28
"17470","Ha412HOChr07g0300401","AT5G04420",2.34e-27
"17471","Ha412HOChr07g0300411","AT5G04420",9.61e-16
"17472","Ha412HOChr07g0300451","AT4G04690",3.82e-14
"17473","Ha412HOChr07g0300461","AT4G37850",2.05e-38
"17474","Ha412HOChr07g0300471","AT2G07674",1.28e-24
"17475","Ha412HOChr07g0300481","ATMG00640",7.41e-48
"17476","Ha412HOChr07g0300511","ATMG00650",3.77e-48
"17477","Ha412HOChr07g0300521","AT2G07689",6.17e-140
"17478","Ha412HOChr07g0300541","ATMG01320",1.28e-16
"17479","Ha412HOChr07g0300571","AT1G74670",2.14e-29
"17480","Ha412HOChr07g0300581","AT4G37990",1.15e-166
"17481","Ha412HOChr07g0300611","AT2G26140",1.41e-20
"17482","Ha412HOChr07g0300651","AT4G37990",1.22e-169
"17483","Ha412HOChr07g0300681","AT4G37990",1.5e-166
"17484","Ha412HOChr07g0300691","AT2G22610",0
"17485","Ha412HOChr07g0300701","AT4G33650",0
"17486","Ha412HOChr07g0300721","AT5G65530",5.02e-168
"17487","Ha412HOChr07g0300731","AT4G38050",0
"17488","Ha412HOChr07g0300741","AT2G22570",7.74e-124
"17489","Ha412HOChr07g0300751","AT3G48110",1.62e-70
"17490","Ha412HOChr07g0300771","AT4G13780",2.57e-08
"17491","Ha412HOChr07g0300801","AT2G22570",1.38e-29
"17492","Ha412HOChr07g0300811","AT2G22570",2.45e-17
"17493","Ha412HOChr07g0300821","AT2G22570",7.61e-27
"17494","Ha412HOChr07g0300831","AT2G22570",6.88e-59
"17495","Ha412HOChr07g0300851","AT1G56120",9.53e-09
"17496","Ha412HOChr07g0300861","AT1G70520",1.62e-72
"17497","Ha412HOChr07g0300871","AT3G13920",5.4e-65
"17498","Ha412HOChr07g0300901","AT5G40380",1.07e-101
"17499","Ha412HOChr07g0300911","AT2G22560",6.8e-65
"17500","Ha412HOChr07g0300991","AT4G38070",7.77e-63
"17501","Ha412HOChr07g0301011","AT5G10490",0
"17502","Ha412HOChr07g0301031","AT5G10480",1.99e-106
"17503","Ha412HOChr07g0301051","AT1G70520",6.8e-115
"17504","Ha412HOChr07g0301111","AT1G56145",3.41e-73
"17505","Ha412HOChr07g0301121","AT1G70520",1.44e-29
"17506","Ha412HOChr07g0301151","AT1G70520",1.24e-95
"17507","Ha412HOChr07g0301171","AT4G23160",2.01e-09
"17508","Ha412HOChr07g0301201","ATMG00860",4.65e-23
"17509","Ha412HOChr07g0301221","AT5G40380",6.92e-10
"17510","Ha412HOChr07g0301251","AT2G44100",3.24e-12
"17511","Ha412HOChr07g0301261","AT5G10745",4.02e-12
"17512","Ha412HOChr07g0301271","AT2G22540",3.15e-87
"17513","Ha412HOChr07g0301291","AT2G01710",5.19e-40
"17514","Ha412HOChr07g0301311","AT1G68810",3.78e-33
"17515","Ha412HOChr07g0301331","AT2G22500",1.03e-160
"17516","Ha412HOChr07g0301361","AT5G20230",1.66e-21
"17517","Ha412HOChr07g0301371","AT2G44150",4.13e-38
"17518","Ha412HOChr07g0301381","AT4G39870",1.51e-36
"17519","Ha412HOChr07g0301401","AT4G36960",1.36e-33
"17520","Ha412HOChr07g0301411","AT4G36960",1.48e-20
"17521","Ha412HOChr07g0301431","AT1G70520",3.36e-122
"17522","Ha412HOChr07g0301441","AT5G64370",1.57e-10
"17523","Ha412HOChr07g0301451","AT1G70530",3.6e-76
"17524","Ha412HOChr07g0301461","AT1G56140",1.6e-17
"17525","Ha412HOChr07g0301471","AT1G70520",2.84e-109
"17526","Ha412HOChr07g0301491","AT4G09650",4.93e-55
"17527","Ha412HOChr07g0301501","AT1G70520",1.04e-06
"17528","Ha412HOChr07g0301511","AT1G70530",3.85e-91
"17529","Ha412HOChr07g0301521","AT1G70530",1.08e-104
"17530","Ha412HOChr07g0301541","AT3G14690",0
"17531","Ha412HOChr07g0301551","AT1G70530",2.08e-106
"17532","Ha412HOChr07g0301581","AT1G56120",5.55e-81
"17533","Ha412HOChr07g0301601","AT3G14690",0
"17534","Ha412HOChr07g0301611","AT5G37478",1.28e-37
"17535","Ha412HOChr07g0301621","AT2G01970",0
"17536","Ha412HOChr07g0301651","ATMG00860",2.62e-23
"17537","Ha412HOChr07g0301671","AT2G01970",0
"17538","Ha412HOChr07g0301681","AT5G17330",0
"17539","Ha412HOChr07g0301691","AT1G65930",0
"17540","Ha412HOChr07g0301701","AT3G01650",6.17e-64
"17541","Ha412HOChr07g0301711","AT2G44760",7.68e-26
"17542","Ha412HOChr07g0301721","AT5G37260",7.73e-42
"17543","Ha412HOChr07g0301731","AT1G76490",7.24e-66
"17544","Ha412HOChr07g0301751","AT5G43940",1.04e-41
"17545","Ha412HOChr07g0301761","AT1G65910",9.69e-108
"17546","Ha412HOChr07g0301771","AT1G65910",6.82e-19
"17547","Ha412HOChr07g0301781","AT5G60930",4.82e-08
"17548","Ha412HOChr07g0301811","AT1G65900",3.63e-153
"17549","Ha412HOChr07g0301851","AT1G73370",0
"17550","Ha412HOChr07g0301861","AT2G44350",2.81e-21
"17551","Ha412HOChr07g0301871","AT2G38280",2.75e-41
"17552","Ha412HOChr07g0301931","AT5G17230",0
"17553","Ha412HOChr07g0301941","AT4G19640",1.1e-119
"17554","Ha412HOChr07g0301951","AT1G65710",4.81e-52
"17555","Ha412HOChr07g0301961","AT1G65820",1.45e-62
"17556","Ha412HOChr07g0301981","AT5G36970",1.37e-75
"17557","Ha412HOChr07g0301991","AT5G15250",0
"17558","Ha412HOChr07g0302001","AT5G16340",0
"17559","Ha412HOChr07g0302011","AT3G02700",8.06e-114
"17560","Ha412HOChr07g0302021","AT4G01220",5.32e-13
"17561","Ha412HOChr07g0302031","AT3G33530",1.3e-17
"17562","Ha412HOChr07g0302041","AT3G29010",1.87e-61
"17563","Ha412HOChr07g0302061","AT5G02920",1.55e-14
"17564","Ha412HOChr07g0302111","AT5G07610",4.19e-47
"17565","Ha412HOChr07g0302131","AT3G59390",1.28e-44
"17566","Ha412HOChr07g0302141","AT3G28410",1.36e-15
"17567","Ha412HOChr07g0302151","AT3G28410",2.9e-15
"17568","Ha412HOChr07g0302161","AT3G28410",1.3e-14
"17569","Ha412HOChr07g0302171","AT5G37020",0
"17570","Ha412HOChr07g0302191","AT1G14130",6.6e-108
"17571","Ha412HOChr07g0302201","AT1G14130",1.46e-110
"17572","Ha412HOChr07g0302211","AT4G04650",1.54e-08
"17573","Ha412HOChr07g0302221","AT1G14130",2.18e-117
"17574","Ha412HOChr07g0302251","AT1G14130",2.41e-110
"17575","Ha412HOChr07g0302271","AT1G14130",1.18e-83
"17576","Ha412HOChr07g0302291","AT3G51500",6e-24
"17577","Ha412HOChr07g0302301","AT1G76520",3.09e-163
"17578","Ha412HOChr07g0302311","AT1G76520",2.14e-164
"17579","Ha412HOChr07g0302331","AT5G63870",0
"17580","Ha412HOChr07g0302341","AT2G33620",1.74e-07
"17581","Ha412HOChr07g0302351","AT2G33620",3.2e-33
"17582","Ha412HOChr07g0302361","AT2G17270",5.58e-147
"17583","Ha412HOChr07g0302371","AT5G65960",3.52e-139
"17584","Ha412HOChr07g0302421","AT1G20823",1.44e-61
"17585","Ha412HOChr07g0302431","AT2G05642",1.58e-14
"17586","Ha412HOChr07g0302451","AT3G51480",0
"17587","Ha412HOChr07g0302491","AT3G26040",1.32e-55
"17588","Ha412HOChr07g0302501","AT4G35500",0
"17589","Ha412HOChr07g0302511","AT5G66010",1.61e-103
"17590","Ha412HOChr07g0302531","AT4G35590",8.4e-85
"17591","Ha412HOChr07g0302541","AT2G17200",0
"17592","Ha412HOChr07g0302601","AT3G28410",7.72e-09
"17593","Ha412HOChr07g0302621","AT1G32375",9.23e-10
"17594","Ha412HOChr07g0302631","AT2G44530",2.42e-43
"17595","Ha412HOChr07g0302641","AT2G41970",1.55e-65
"17596","Ha412HOChr07g0302691","AT5G36930",7.48e-139
"17597","Ha412HOChr07g0302741","AT5G02920",8.76e-11
"17598","Ha412HOChr07g0302761","AT2G17580",5.09e-154
"17599","Ha412HOChr07g0302771","AT3G16510",2.96e-12
"17600","Ha412HOChr07g0302781","AT2G17580",5.62e-151
"17601","Ha412HOChr07g0302791","AT5G02920",5.07e-12
"17602","Ha412HOChr07g0302831","AT2G17620",6.5e-09
"17603","Ha412HOChr07g0302841","AT1G69630",1.6e-08
"17604","Ha412HOChr07g0302851","AT3G28410",8.83e-10
"17605","Ha412HOChr07g0302871","AT3G28410",5.26e-12
"17606","Ha412HOChr07g0302891","AT5G02700",4.29e-12
"17607","Ha412HOChr07g0302901","AT1G56400",1.42e-06
"17608","Ha412HOChr07g0302951","AT3G28410",8.19e-10
"17609","Ha412HOChr07g0302981","AT2G16460",1.03e-103
"17610","Ha412HOChr07g0303001","AT3G51100",7.36e-64
"17611","Ha412HOChr07g0303011","AT2G16485",2.1e-14
"17612","Ha412HOChr07g0303031","AT3G51120",1.32e-179
"17613","Ha412HOChr07g0303061","AT3G51140",3.52e-24
"17614","Ha412HOChr07g0303071","AT4G38970",0
"17615","Ha412HOChr07g0303101","AT5G66310",0
"17616","Ha412HOChr07g0303111","AT2G21220",9.42e-39
"17617","Ha412HOChr07g0303121","AT1G19940",1.22e-71
"17618","Ha412HOChr07g0303131","AT1G75680",8.77e-122
"17619","Ha412HOChr07g0303141","AT2G17940",6.69e-19
"17620","Ha412HOChr07g0303191","AT2G17930",0
"17621","Ha412HOChr07g0303221","AT5G66210",0
"17622","Ha412HOChr07g0303241","AT5G66210",2.23e-40
"17623","Ha412HOChr07g0303251","AT3G46290",8.56e-67
"17624","Ha412HOChr07g0303261","AT5G66210",1.17e-162
"17625","Ha412HOChr07g0303271","AT4G11400",5.26e-07
"17626","Ha412HOChr07g0303281","AT4G36010",4.8e-118
"17627","Ha412HOChr07g0303291","AT2G17850",9.43e-44
"17628","Ha412HOChr07g0303321","AT3G51290",0
"17629","Ha412HOChr07g0303331","AT2G17800",1.57e-122
"17630","Ha412HOChr07g0303351","AT4G35930",5.94e-77
"17631","Ha412HOChr07g0303361","AT4G35890",2.31e-66
"17632","Ha412HOChr07g0303381","AT5G18700",0
"17633","Ha412HOChr07g0303401","AT3G51370",0
"17634","Ha412HOChr07g0303411","AT4G35840",3.8e-122
"17635","Ha412HOChr07g0303521","AT5G40380",4.34e-104
"17636","Ha412HOChr07g0303531","AT4G35790",0
"17637","Ha412HOChr07g0303541","AT3G11460",4.84e-64
"17638","Ha412HOChr07g0303551","AT5G51560",3.34e-31
"17639","Ha412HOChr07g0303561","AT4G35760",1.14e-118
"17640","Ha412HOChr07g0303581","AT4G35750",5.01e-104
"17641","Ha412HOChr07g0303591","AT2G17695",6.05e-101
"17642","Ha412HOChr07g0303601","AT2G23540",3.36e-14
"17643","Ha412HOChr07g0303611","AT2G04570",3.38e-18
"17644","Ha412HOChr07g0303621","AT5G37690",6.92e-15
"17645","Ha412HOChr07g0303631","AT5G37690",1.65e-50
"17646","Ha412HOChr07g0303651","AT3G55640",2.69e-37
"17647","Ha412HOChr07g0303671","AT5G55850",4.29e-31
"17648","Ha412HOChr07g0303681","AT4G16230",1.25e-18
