XRQ_gene_name	XRQ_start	XRQ_end	Bract.rpkm	Corolla.rpkm	Ligule.rpkm	Ovary.rpkm	Pollen.rpkm	Seeds.rpkm	Stamen.rpkm	Stem.rpkm	Pistil.rpkm	412_gene_name	start	end	chr	XRQ_chr
HanXRQChr10g0290771	79032469	79034297	0.59	1.84	1.19	8.13	0	7.09	0.26	0.4	5.68	Ha412HOChr10g0458541	133330918	133332721	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0290781	79103694	79106967	1.12	1.2	0.05	23.59	0.01	11.53	0.81	0.36	0.32	Ha412HOChr10g0458551	133399483	133402873	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0290791	79161843	79165850	0.01	0.19	0.02	0.21	38.12	0.01	72.81	0.01	4.08	Ha412HOChr10g0458591	133589881	133593296	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0290881	80146317	80148071	45.68	12.89	4.12	22.71	0.58	20.37	29.47	24.75	37.15	Ha412HOChr09g0394321	111174636	111176605	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0290911	80460930	80466368	0.02	0.21	0.67	0.24	0.19	0.19	0.95	0.02	0.51	Ha412HOChr09g0394361	111490142	111495577	Ha412HOChr09	HanXRQChr10
HanXRQChr10g0290971	81572815	81573840	3.97	4.75	4.67	2.27	0.04	3.15	2.83	3.5	6.77	Ha412HOChr10g0457151	128124282	128125654	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291011	81717206	81718471	32.55	1.77	12.14	0.25	0	0.04	0.19	5.64	2.24	Ha412HOChr10g0457101	127957372	127958854	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291031	81980747	81982533	0	0	0	0	0	0.02	0	0	0	Ha412HOChr10g0457081	127661312	127663093	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291081	82477945	82482913	0.04	0.04	0.03	0	0.02	0	4.37	0	0.12	Ha412HOChr11g0521911	172475552	172480535	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291091	82513964	82516471	8.31	0	0.1	0	0	0.16	0.12	0.45	2.59	Ha412HOChr11g0521921	172492117	172494203	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291101	82590747	82593237	3.19	1.98	2.61	0.77	0	0.26	0.04	0	0.07	Ha412HOChr11g0521961	172682654	172685790	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291111	82677261	82680918	26.01	33.27	34.88	16.51	0.21	26.9	24.62	15.18	15.18	Ha412HOChr11g0521991	172827432	172830572	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291121	82730226	82740866	5.99	3.65	6.68	2.49	0.28	6.21	3.33	7.1	3.68	Ha412HOChr11g0522001	172911363	172923288	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291131	82742808	82745752	27.82	12.48	38.67	10.39	0.03	6.02	8	62.75	11.32	Ha412HOChr11g0522011	172926418	172929744	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291151	82919004	82925469	3.16	0.04	0.21	0	0	0.02	0.17	0.33	0.6	Ha412HOChr11g0522071	173240433	173246906	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291161	83152821	83155252	1.72	0.1	0.04	0.16	0	5.7	0	1.34	0	Ha412HOChr11g0522101	173493398	173495864	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291171	83162140	83162895	0.06	0	3.87	1.4	0	0.43	0.93	0	0.63	Ha412HOChr11g0522111	173502751	173503506	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291181	83205501	83214036	10.09	8.82	7.48	5.79	0.03	11.3	3.22	10.24	7.59	Ha412HOChr11g0522121	173546119	173554625	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291191	83589386	83614713	0.09	0	0.26	0	0.08	0.05	0.5	0.21	0.05	Ha412HOChr10g0457831	130571604	130597231	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291201	83680183	83686311	1.07	1.35	2.31	0.43	0.03	0.97	0.39	1.92	0.71	Ha412HOChr10g0457801	130255471	130264033	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291211	83701934	83704876	10.73	4.43	5.61	4.32	0.25	4.62	7.33	12.12	5.65	Ha412HOChr10g0457781	130245036	130247980	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291221	83705928	83710021	25.13	12.69	26.61	5.94	0.67	15.02	5.7	26.23	14.07	Ha412HOChr10g0457771	130238889	130243968	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291231	83861515	83869216	4.19	2.55	7.68	3.57	0.03	5.52	1.47	9.4	1.51	Ha412HOChr10g0457741	130159541	130166574	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291281	83896176	83897431	0.67	0.44	0.91	0.22	0.01	0.58	0.1	2.61	0.27	Ha412HOChr10g0457651	130110917	130113017	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291291	83927036	83930718	28.01	16.39	10.96	9.14	1.09	27.2	117.51	20.6	30.12	Ha412HOChr10g0457641	130098925	130102592	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291301	83933108	83936319	1.01	0.22	0.93	0.44	0.01	0.47	0.02	0.14	2.36	Ha412HOChr10g0457631	130093386	130096590	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291371	84311195	84312337	1.45	3.66	31.64	21.16	0	15	0.74	2.99	8.86	Ha412HOChr10g0445411	61119894	61121039	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291391	85038747	85040003	10.07	1.11	2.13	3.03	0	0.03	0.58	0.36	0.89	Ha412HOChr10g0442161	42980872	42982127	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291451	85297951	85299659	1.35	0	0.1	0	0	0.01	0.05	0.04	0	Ha412HOChr10g0442231	43244787	43246476	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291491	85538511	85540219	30.31	5.94	20.58	15.49	0.03	323.67	13.87	20.96	18.18	Ha412HOChr10g0442311	43490236	43491934	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291501	85540941	85543910	0.65	0.9	1.32	0.81	0.09	0.63	0.9	1.41	0.99	Ha412HOChr10g0442321	43492498	43495624	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291511	85552611	85556261	12.15	4.41	20.41	3.55	0.12	2.53	2.19	18.4	4.62	Ha412HOChr10g0442331	43504228	43507977	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291541	85918410	85921070	0.58	0.31	0.67	0.49	0.09	1.63	0.29	1.05	0.44	Ha412HOChr10g0450131	93068356	93070949	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291591	86267723	86269814	2.76	2.19	2.57	11.61	0.08	4.35	0.65	3.77	4.46	Ha412HOChr10g0447381	76006147	76007921	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291611	87430086	87430835	1.17	0.26	3.85	0.99	0.01	4.18	4.85	4.04	2.15	Ha412HOChr11g0509401	119580473	119581279	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291631	87696479	87705999	14.16	4.46	6.79	3.69	0.03	6.13	1.42	13.08	4.9	Ha412HOChr11g0509431	119864899	119874408	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291641	87710892	87711961	0.69	0.68	0.86	1.36	0	1.19	0.34	0.67	0.85	Ha412HOChr11g0509441	119879742	119880620	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291651	87840594	87841776	36.89	660.89	820.07	688.5	3.27	322.31	693.37	15.12	3625.07	Ha412HOChr11g0509451	120009510	120010693	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291681	88187301	88194519	0.24	0.42	0.47	0	0	0.17	0.41	4.23	0.21	Ha412HOChr11g0509501	120353118	120360429	Ha412HOChr11	HanXRQChr10
HanXRQChr10g0291721	88363348	88368737	15.51	7.13	10.29	4.95	0.07	7.72	1.46	12.53	4.32	Ha412HOChr10g0456661	125285458	125290833	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291731	88368788	88371431	119.12	9.96	20.64	3.66	0.1	21.56	2.46	49.03	52.94	Ha412HOChr10g0456671	125290853	125293551	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291741	88402859	88405662	2.61	1.64	1.95	0.74	0.01	1.46	0.54	2.2	1.26	Ha412HOChr10g0456691	125324555	125327850	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291771	88567846	88568511	45.04	1.23	1.58	0	0.03	0	0	0.88	0	Ha412HOChr10g0456721	125490663	125491324	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291831	88852181	88854676	22.18	0.73	2.11	0.72	0	5.87	0.51	9.32	6.3	Ha412HOChr10g0456831	125790638	125793126	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291861	89144037	89146387	0.16	2.51	0.74	1.13	0	0.46	0.27	2.91	0.85	Ha412HOChr10g0445691	63013741	63016101	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291881	89417326	89420298	1.54	1.85	1.06	3.52	0.11	1.79	0.9	2.75	2.03	Ha412HOChr10g0445651	62725460	62728492	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291891	89441583	89444269	3.05	3.62	7.13	2.34	0.24	1.33	0.72	2.01	2.49	Ha412HOChr10g0445641	62701260	62704021	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291901	89812245	89813825	565.92	136.95	294.22	709.72	0.43	94.89	41.02	514.4	188.2	Ha412HOChr10g0448011	79601879	79603265	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291911	89846760	89848228	121.76	98.86	164.98	175.73	0.42	89.79	115.59	124.89	201.59	Ha412HOChr10g0447991	79567292	79568750	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291921	89862037	89868337	7.24	5.01	7.84	6.02	0.03	10.22	4.38	9	5.23	Ha412HOChr10g0447981	79547492	79553666	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291931	89868388	89871927	6.15	5.21	21	2.3	0.07	1.38	3.09	12.37	4.39	Ha412HOChr10g0447971	79543818	79547353	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291951	89934555	89937330	11.83	2.26	8.13	1.81	0.03	2.88	1.63	14.92	5.34	Ha412HOChr10g0447951	79468196	79471056	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291961	89938420	89941566	249.19	220.45	118.05	17.21	0.86	8.44	21.02	256.01	105.58	Ha412HOChr10g0447931	79464057	79469896	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0291991	90151991	90159664	10.32	4.95	7.93	5.11	0.06	5.41	3.17	35.96	5.97	Ha412HOChr06g0282291	138703402	138711081	Ha412HOChr06	HanXRQChr10
HanXRQChr10g0292001	90161150	90167455	0.56	0.66	1.17	0.33	0.02	0.7	0.27	0.63	0.25	Ha412HOChr06g0282311	138712563	138718867	Ha412HOChr06	HanXRQChr10
HanXRQChr10g0292011	90168591	90170117	40.28	1595.37	772.52	176.49	1.32	18.12	13.29	136.91	1527.57	Ha412HOChr06g0282321	138720006	138721700	Ha412HOChr06	HanXRQChr10
HanXRQChr10g0292021	90417322	90424431	0.63	0.94	1.27	0.42	0.06	2.31	0.74	1.82	0.51	Ha412HOChr10g0448061	80182477	80189590	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292031	90523490	90525308	251.3	243.86	183.35	869.39	0.2	48.89	39.09	150.29	194.65	Ha412HOChr10g0448041	80071537	80073367	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292111	90844014	90847592	0.5	0.39	1.98	0.78	0.18	0.67	0.39	1.17	1.19	Ha412HOChr08g0333561	11330765	11332847	Ha412HOChr08	HanXRQChr10
HanXRQChr10g0292131	91505903	91506774	35.01	54.88	9.94	47.32	0.02	7.3	1.52	10.5	86.72	Ha412HOChr10g0448491	82587734	82588603	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292141	91914343	91919055	1.93	1.09	3.02	0.19	0.02	2.11	0.41	2.54	1.16	Ha412HOChr10g0448461	82207495	82212203	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292161	91929374	91934359	8.63	4.42	9.81	3.49	0.06	8.43	1.29	10.11	6.32	Ha412HOChr10g0448481	82222510	82227540	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292171	92238851	92239363	4.94	0	1.3	0	0.05	1.26	0.06	3.68	0.25	Ha412HOChr10g0459061	134207553	134208065	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292181	92241434	92242989	43.26	8.88	13.38	29.38	0.23	15.02	5.51	14.38	15.49	Ha412HOChr10g0459051	134203929	134205422	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292221	92362203	92365809	5.31	2.35	4.49	3.79	0.13	3.39	2.08	13.31	8.95	Ha412HOChr10g0459021	134076196	134079804	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292271	92437321	92440457	0.16	0.42	0.61	0.43	0.01	0.32	0.52	0.62	0.38	Ha412HOChr13g0624851	159200055	159202213	Ha412HOChr13	HanXRQChr10
HanXRQChr10g0292341	92549758	92553879	9.59	21.15	8.68	12.46	0.04	7.71	7.76	6.48	9.63	Ha412HOChr10g0459641	137302871	137307345	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292351	92557956	92560231	42.32	30.39	19.65	31.19	0.37	30.37	21.69	58.73	31.73	Ha412HOChr10g0459631	137296344	137298608	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292371	92615607	92615978	0	1.35	0.03	0.85	115.6	0	161.63	0	20.34	Ha412HOChr10g0459591	137170304	137170675	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292391	92822139	92828263	21.46	12.39	27.89	10.12	0.96	12.77	7.26	28.46	10.77	Ha412HOChr10g0447851	78865039	78871164	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292401	93042200	93046034	2.61	0.22	0.13	14.22	0	190.26	0	1.19	0.45	Ha412HOChr10g0447881	79092011	79096231	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292411	93127012	93133338	3.77	1.88	7.21	1.42	0.03	1.7	0.93	6.68	2.08	Ha412HOChr10g0447891	79177739	79183954	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292451	93499262	93501382	0	0.35	0.08	0	0	0.01	0	0	0.03	Ha412HOChr10g0445441	61684231	61686349	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292461	93525062	93530114	0.38	0.17	0.26	0.14	1.44	0.45	0.12	0.62	0.21	Ha412HOChr10g0445451	61710342	61715401	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292491	93811851	93813441	0.01	0	0.02	0	0	0.01	0	0.61	0	Ha412HOChr10g0445531	62012283	62013873	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292521	93900436	93902083	0.19	0.3	0.06	0.07	0	0	0	0.01	0.11	Ha412HOChr10g0445561	62103449	62105093	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292571	94412932	94415678	18.86	4.14	7.04	4.43	0.37	10.34	22.81	27.22	8.31	Ha412HOChr10g0447231	75599191	75601931	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292581	94456973	94462397	9.45	5.83	3.82	3.8	0.05	2.91	9.09	13.78	3.12	Ha412HOChr10g0447211	75553649	75557897	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292601	94573934	94580589	5.56	2.27	9.96	1.76	0.04	1.13	0.68	4.82	1.2	Ha412HOChr10g0447181	75433136	75440190	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292611	94581963	94583965	0.27	0.1	0.51	0.59	0.01	0.69	0.29	1.01	0.02	Ha412HOChr10g0447171	75427542	75431850	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292631	94812866	94823490	0.03	0	0.11	0.14	0	0.4	0	0.89	0.12	Ha412HOChr10g0447131	75183970	75194734	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292641	94863794	94874378	1.15	0.84	3.17	0.32	0.07	0.18	0.36	2.13	1.04	Ha412HOChr10g0456171	123607780	123618589	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292671	94922103	94929920	2.72	1.83	4.71	1.11	0.03	3.21	1.02	4.53	3.11	Ha412HOChr06g0248321	5141775	5149553	Ha412HOChr06	HanXRQChr10
HanXRQChr10g0292681	94940626	94941552	0.34	0.13	1.56	1.37	0	2.92	0.16	0.53	1.34	Ha412HOChr06g0248311	5130139	5131065	Ha412HOChr06	HanXRQChr10
HanXRQChr10g0292701	94992489	94995762	0.02	0.06	0.03	0	5.01	0.05	0.2	0.02	0.08	Ha412HOChr06g0248301	5071652	5074917	Ha412HOChr06	HanXRQChr10
HanXRQChr10g0292711	94997751	95001763	0.04	0	0.03	0	4.44	0.03	0.29	0.04	0.11	Ha412HOChr06g0248281	5065647	5069658	Ha412HOChr06	HanXRQChr10
HanXRQChr10g0292751	95098610	95102237	0.12	0.32	1.83	0.47	0	0.36	0.65	6.04	0.37	Ha412HOChr06g0248211	4951349	4954970	Ha412HOChr06	HanXRQChr10
HanXRQChr10g0292811	95584317	95586370	165.23	75.37	67.35	167.14	0.41	41.5	102.43	134.56	253.38	Ha412HOChr10g0447691	78203394	78205440	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292831	95613522	95616048	86.57	29.64	41.1	71.98	52.2	76.91	168.52	62.98	83.82	Ha412HOChr10g0447721	78232624	78235124	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292841	95656297	95660490	25.72	11.48	16.21	19.02	0.08	20.32	12.18	25.64	24.45	Ha412HOChr10g0447731	78278976	78283160	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292851	95666426	95673415	6.61	4.77	8.3	3.32	0.09	6.67	4.65	10.05	4.19	Ha412HOChr10g0447741	78289104	78296272	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0292881	96370020	96372885	4.02	2.14	6.68	2.16	0.04	3.3	1.01	7.77	2.32	Ha412HOChr16g0765681	68914842	68918146	Ha412HOChr16	HanXRQChr10
HanXRQChr10g0292891	96372936	96376120	15.48	3.09	9.07	1.42	0.05	3.48	0.98	12.42	5.59	Ha412HOChr16g0765671	68912206	68915696	Ha412HOChr16	HanXRQChr10
HanXRQChr10g0292901	96629507	96634218	18.64	11.13	15.14	17.49	0.04	17.9	3.25	15.76	18.52	Ha412HOChr16g0765651	68653756	68658470	Ha412HOChr16	HanXRQChr10
HanXRQChr10g0292911	96640181	96642787	472.05	356.01	422.15	918.65	10.52	265.73	577.07	393.28	878.95	Ha412HOChr16g0765641	68645185	68647780	Ha412HOChr16	HanXRQChr10
HanXRQChr10g0292951	96738253	96739759	8.87	0.68	0.01	0	0	0.08	1.59	32.75	0.24	Ha412HOChr16g0765581	68526693	68528193	Ha412HOChr16	HanXRQChr10
HanXRQChr10g0293021	97452151	97455556	1.94	0.46	0.21	0.63	0.02	10.13	0.08	0.87	0.08	Ha412HOChr10g0444111	50924740	50928145	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293051	97566467	97570669	16.51	9.58	40.05	11.48	1.07	7.52	7.86	24.32	22.22	Ha412HOChr10g0444081	50789474	50793779	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293151	98053564	98057001	0.02	0	0	0	0.98	0.01	6.42	0.01	0.14	Ha412HOChr10g0447831	78777725	78781159	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293161	98233747	98235878	0.82	9.28	8.83	0.52	0.03	0.09	0.35	0.69	2.09	Ha412HOChr15g0724261	90140906	90143033	Ha412HOChr15	HanXRQChr10
HanXRQChr10g0293181	98366265	98368532	2.36	0.18	1.93	0.16	0.43	2.42	0.85	4.11	0.99	Ha412HOChr10g0456161	123481276	123483543	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293191	98468417	98473476	2.88	0.94	8.75	8.35	0	18.9	0.41	3.92	19.27	Ha412HOChr10g0456151	123366471	123371518	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293211	98556235	98560516	8.06	6.56	7.16	10.24	0.17	6.27	1.86	6.68	7.93	Ha412HOChr10g0456121	123279105	123283692	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293221	98561491	98564502	0.04	0	0.06	0	0.01	0.1	0.07	0.03	0.1	Ha412HOChr10g0456111	123275113	123278124	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293231	98633758	98634933	0.11	0.33	1.67	0	0	0.01	0.13	0.02	0.05	Ha412HOChr10g0456101	123204684	123205859	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293251	98643391	98647188	105.93	105.41	362.18	48.57	0.52	33.63	51.32	81.35	101.21	Ha412HOChr10g0456081	123192429	123196221	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293291	98879602	98882693	5.1	2.49	7.62	4.09	0	9.29	0.48	5.21	4.07	Ha412HOChr10g0443431	47733434	47736454	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293301	98883390	98886166	2.03	7.09	2.39	3.52	0.92	1.53	16.43	2.5	3.24	Ha412HOChr10g0443441	47737220	47739987	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293311	98887990	98892163	6.56	6.3	3.8	6.66	9.11	10.66	89.28	4.73	16.65	Ha412HOChr10g0443451	47741817	47746079	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293321	98893589	98895640	360.24	34.91	43.81	9.98	0.24	26.02	24.73	89.34	99.76	Ha412HOChr10g0443461	47747417	47749463	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293331	99000948	99003889	4.91	1.39	1.98	1.11	0.02	2.55	0.59	4.16	0.91	Ha412HOChr10g0443471	47861757	47864767	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293381	99456996	99458600	0.24	0.27	0.71	0.2	0	0.35	0	0.22	0.08	Ha412HOChr10g0453741	112083809	112085413	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293391	99458866	99461374	0.04	0.07	0.03	0	0.62	0.05	0.77	0.02	0.01	Ha412HOChr10g0453751	112085679	112088182	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293411	99522155	99526988	5.05	3.32	7.25	2.03	0.03	0.17	0.51	6.78	3.46	Ha412HOChr10g0453771	112139161	112153765	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293451	99716896	99726363	0.68	0.29	0.51	0	0.01	0.6	0.27	2.1	0.2	Ha412HOChr10g0453851	112346172	112355679	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293471	99953921	99961128	1.7	1.34	3.84	3.02	7.89	6.77	3.38	1.44	3.23	Ha412HOChr10g0453881	112642509	112650046	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293481	100093873	100096100	8.48	12.83	2.69	30.01	0	5.35	1.85	4.85	7.37	Ha412HOChr10g0453911	112783047	112785258	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293491	100141232	100143819	0	0	0.02	0	0	1.53	0	0.06	0	Ha412HOChr10g0453921	112830912	112832436	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293511	100195465	100199023	1.6	1.16	5.11	3.13	0	6.72	1.64	7.95	1.72	Ha412HOChr10g0453951	112885313	112888907	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293521	100207981	100216346	12.69	5.06	13.66	3.69	5.42	20.23	72.93	15.09	13.22	Ha412HOChr10g0453971	112898038	112906401	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293531	100255202	100260722	21.88	18.73	21.28	6.27	0.18	10.37	3.3	13.82	10.76	Ha412HOChr10g0453981	112952319	112957406	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293541	100261311	100265851	0.76	3.64	9.65	3.4	0	3.75	1.82	2.72	6.38	Ha412HOChr10g0453991	112958428	112962965	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293581	100725562	100744476	0.6	3.33	4.77	6.93	0.04	3.66	0.25	1.3	2.68	Ha412HOChr10g0444811	55857515	55862102	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293591	100744527	100748696	1.85	3.45	7.13	4.85	0.03	5.12	0.84	3.4	3.02	Ha412HOChr10g0444911	55875661	55880651	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293651	101067385	101069820	10.27	5.53	10.68	16.86	0.09	8.83	3.43	8.22	8.63	Ha412HOChr10g0458001	131498409	131500810	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293661	101071359	101071841	0	1.12	0	1.31	0.26	0.05	291.69	0.03	29.9	Ha412HOChr10g0457991	131496384	131496866	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293671	101097010	101097513	0	0	0.02	5.24	0.02	0	989.44	0	0.56	Ha412HOChr10g0457981	131487071	131487574	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293691	101189306	101192933	2.05	0.07	2.54	0	0.01	1.72	0.43	9.47	0.24	Ha412HOChr10g0445611	62259548	62263179	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293711	101327787	101330667	1.44	7.18	9.67	19.73	0	5.29	2.94	20.6	12.02	Ha412HOChr10g0442931	45697240	45716613	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293721	101389474	101392206	0.62	4.33	3.07	12.48	0.01	2.04	0.7	13.24	7.47	Ha412HOChr10g0442881	45633106	45635836	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293751	101511550	101516265	0.91	0.21	0.74	0.4	0.09	2.62	0.36	1.41	0.44	Ha412HOChr10g0442841	45509446	45513218	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293781	101571186	101584860	1.34	0.55	0.88	0.58	5.09	1.31	2.25	0.9	0.76	Ha412HOChr10g0442791	45446450	45460126	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293791	101586625	101589909	18.39	7.58	15.76	11.84	8.75	7.57	23.96	22.88	15.84	Ha412HOChr10g0442781	45441397	45444648	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293801	101590882	101601935	2.78	1.01	0.97	0.88	0.03	0.01	0.26	2.6	1.76	Ha412HOChr10g0442771	45428945	45440420	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293841	101855547	101859695	1.26	0.42	0.9	1.11	544.38	0.22	6.55	3.21	1.76	Ha412HOChr10g0442701	45161005	45165764	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0293861	101965333	101969688	0.01	0.21	0	0.48	16.99	0.01	53.93	0.01	0.66	Ha412HOChr14g0657991	101707639	101711968	Ha412HOChr14	HanXRQChr10
HanXRQChr10g0293891	102008519	102012563	0.17	0.34	0.81	1.11	0	9.19	0.06	0.6	0.07	Ha412HOChr14g0657961	101671175	101675208	Ha412HOChr14	HanXRQChr10
HanXRQChr10g0293921	102052991	102054585	0.13	1.07	0.18	0.31	0.05	0.08	0.24	1.27	0.15	Ha412HOChr14g0657931	101638249	101639833	Ha412HOChr14	HanXRQChr10
HanXRQChr10g0293931	102103772	102107533	0.34	0.46	0.71	0.82	0.02	0.98	0.2	0.26	0.18	Ha412HOChr14g0657921	101580724	101584485	Ha412HOChr14	HanXRQChr10
HanXRQChr10g0293961	102290049	102294140	12.66	11.78	61.37	5.7	0.05	3.85	1.09	6.07	8.36	Ha412HOChr14g0657901	101425782	101430584	Ha412HOChr14	HanXRQChr10
HanXRQChr10g0294011	102583846	102585202	1.63	0.87	0.53	0.37	0.01	0.05	1.59	12.67	0.41	Ha412HOChr10g0443151	46370389	46371753	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294021	102587076	102592812	8.41	1.38	33.61	1.85	0.1	1.59	1.71	9.38	2.12	Ha412HOChr10g0443141	46362423	46368165	Ha412HOChr10	HanXRQChr10
HanXRQChr10g0294031	102655283	102668277	1.9	1.6	3.34	0.59	0.07	0.82	0.66	4.84	1.26	Ha412HOChr10g0443131	46286598	46299943	Ha412HOChr10	HanXRQChr10
